action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Reverse Layup Shot,Layup,288,20201189,34.0443,0,0,-118.2698,6,3,0,2002-03,54,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/16/03,LAL @ GSW,GSW
Jump Shot,Jump Shot,298,20201189,34.0453,-151,-1,-118.4208,5,3,0,2002-03,47,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/16/03,LAL @ GSW,GSW
Jump Shot,Jump Shot,350,20201189,34.0533,-227,-9,-118.4968,0,3,0,2002-03,38,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,4/16/03,LAL @ GSW,GSW
Running Jump Shot,Jump Shot,353,20201189,33.9883,0,56,-118.2698,0,3,0,2002-03,26,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,4/16/03,LAL @ GSW,GSW
Jump Shot,Jump Shot,367,20201189,33.8203,118,224,-118.1518,10,4,0,2002-03,46,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/16/03,LAL @ GSW,GSW
Jump Shot,Jump Shot,381,20201189,34.0493,-166,-5,-118.4358,9,4,0,2002-03,32,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,4/16/03,LAL @ GSW,GSW
Jump Shot,Jump Shot,391,20201189,34.0633,-235,-19,-118.5048,8,4,0,2002-03,23,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,4/16/03,LAL @ GSW,GSW
Jump Shot,Jump Shot,393,20201189,34.0493,-100,-5,-118.3698,8,4,0,2002-03,19,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,4/16/03,LAL @ GSW,GSW
Jump Shot,Jump Shot,395,20201189,33.8913,-195,153,-118.4648,8,4,0,2002-03,14,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/16/03,LAL @ GSW,GSW
Jump Shot,Jump Shot,405,20201189,33.8993,-168,145,-118.4378,7,4,0,2002-03,0,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/16/03,LAL @ GSW,GSW
Jump Shot,Jump Shot,407,20201189,33.8223,110,222,-118.1598,6,4,0,2002-03,25,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,4/16/03,LAL @ GSW,GSW
Running Jump Shot,Jump Shot,451,20201189,33.9603,69,84,-118.2008,2,4,0,2002-03,30,10,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,4/16/03,LAL @ GSW,GSW
Fadeaway Jump Shot,Jump Shot,34,20300037,34.0313,-140,13,-118.4098,8,1,0,2003-04,37,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,55,20300037,33.9063,-133,138,-118.4028,6,1,0,2003-04,33,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,68,20300037,33.9033,140,141,-118.1298,4,1,0,2003-04,31,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,119,20300037,33.9143,133,130,-118.1368,11,2,0,2003-04,23,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,147,20300037,33.9123,6,132,-118.2638,9,2,0,2003-04,5,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,230,20300037,34.0223,-191,22,-118.4608,11,3,0,2003-04,20,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,247,20300037,33.9303,-148,114,-118.4178,10,3,0,2003-04,16,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,254,20300037,33.9123,-214,132,-118.4838,9,3,0,2003-04,48,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,353,20300037,33.9553,97,89,-118.1728,11,4,0,2003-04,40,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,358,20300037,33.9753,141,69,-118.1288,11,4,0,2003-04,2,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,372,20300037,33.8533,-95,191,-118.3648,9,4,0,2003-04,27,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,385,20300037,34.0523,-52,-8,-118.3218,7,4,0,2003-04,46,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/1/03,LAL @ PHX,PHX
Jump Shot,Jump Shot,10,20300040,33.8913,-120,153,-118.3898,10,1,0,2003-04,22,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/2/03,LAL vs. GSW,GSW
Layup Shot,Layup,31,20300040,34.0443,0,0,-118.2698,7,1,0,2003-04,38,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/2/03,LAL vs. GSW,GSW
Jump Shot,Jump Shot,50,20300040,33.8323,-141,212,-118.4108,5,1,0,2003-04,29,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/2/03,LAL vs. GSW,GSW
Jump Shot,Jump Shot,140,20300040,33.9963,28,48,-118.2418,6,2,0,2003-04,12,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/2/03,LAL vs. GSW,GSW
Jump Shot,Jump Shot,197,20300040,33.8503,-164,194,-118.4338,0,2,0,2003-04,33,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/2/03,LAL vs. GSW,GSW
Driving Layup Shot,Layup,213,20300040,34.0443,0,0,-118.2698,10,3,0,2003-04,27,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/2/03,LAL vs. GSW,GSW
Layup Shot,Layup,227,20300040,34.0443,0,0,-118.2698,9,3,0,2003-04,31,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/2/03,LAL vs. GSW,GSW
Jump Shot,Jump Shot,275,20300040,33.8203,-158,224,-118.4278,5,3,0,2003-04,30,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/2/03,LAL vs. GSW,GSW
Driving Finger Roll Shot,Layup,283,20300040,34.0443,0,0,-118.2698,4,3,0,2003-04,51,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/2/03,LAL vs. GSW,GSW
Driving Layup Shot,Layup,291,20300040,34.0443,0,0,-118.2698,4,3,0,2003-04,3,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/2/03,LAL vs. GSW,GSW
Jump Shot,Jump Shot,7,20300050,34.0633,100,-19,-118.1698,10,1,0,2003-04,46,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,170,20300050,33.9803,166,64,-118.1038,8,2,0,2003-04,20,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,233,20300050,34.0493,90,-5,-118.1798,2,2,0,2003-04,12,9,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/4/03,LAL @ MIL,MIL
Layup Shot,Layup,239,20300050,34.0443,0,0,-118.2698,1,2,0,2003-04,52,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/4/03,LAL @ MIL,MIL
Tip Shot,Tip Shot,303,20300050,34.0443,0,0,-118.2698,8,3,0,2003-04,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/4/03,LAL @ MIL,MIL
Layup Shot,Layup,350,20300050,34.0443,0,0,-118.2698,2,3,0,2003-04,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/4/03,LAL @ MIL,MIL
Layup Shot,Layup,357,20300050,34.0443,0,0,-118.2698,2,3,0,2003-04,15,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/4/03,LAL @ MIL,MIL
Layup Shot,Layup,362,20300050,34.0443,0,0,-118.2698,1,3,0,2003-04,35,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,384,20300050,33.9093,-21,135,-118.2908,11,4,0,2003-04,48,13,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,386,20300050,34.0623,133,-18,-118.1368,11,4,0,2003-04,9,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,402,20300050,33.8843,-97,160,-118.3668,9,4,0,2003-04,5,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,406,20300050,34.0703,-164,-26,-118.4338,8,4,0,2003-04,33,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,451,20300050,34.0653,235,-21,-118.0348,4,4,0,2003-04,32,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,463,20300050,33.8473,184,197,-118.0858,3,4,0,2003-04,34,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,467,20300050,33.9193,13,125,-118.2568,3,4,0,2003-04,8,12,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,478,20300050,33.7993,-120,245,-118.3898,1,4,0,2003-04,30,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,491,20300050,33.8573,-97,187,-118.3668,0,4,0,2003-04,30,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/4/03,LAL @ MIL,MIL
Jump Shot,Jump Shot,13,20300064,33.9903,49,54,-118.2208,10,1,0,2003-04,35,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,64,20300064,33.8983,-200,146,-118.4698,3,1,0,2003-04,49,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/6/03,LAL @ SAS,SAS
Reverse Layup Shot,Layup,114,20300064,34.0313,-31,13,-118.3008,11,2,0,2003-04,4,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/6/03,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,155,20300064,34.0473,-192,-3,-118.4618,6,2,0,2003-04,47,19,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,158,20300064,33.9533,144,91,-118.1258,6,2,0,2003-04,23,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/6/03,LAL @ SAS,SAS
Layup Shot,Layup,168,20300064,34.0363,16,8,-118.2538,5,2,0,2003-04,22,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,224,20300064,33.9013,41,143,-118.2288,11,3,0,2003-04,26,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,11/6/03,LAL @ SAS,SAS
Layup Shot,Layup,244,20300064,34.0313,-5,13,-118.2748,9,3,0,2003-04,28,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,367,20300064,33.9263,-217,118,-118.4868,11,4,0,2003-04,8,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/6/03,LAL @ SAS,SAS
Slam Dunk Shot,Dunk,381,20300064,34.0223,-5,22,-118.2748,9,4,0,2003-04,56,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,387,20300064,33.9853,-12,59,-118.2818,9,4,0,2003-04,10,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,454,20300064,34.0033,166,41,-118.1038,4,4,0,2003-04,36,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,459,20300064,33.9193,181,125,-118.0888,3,4,0,2003-04,57,21,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/6/03,LAL @ SAS,SAS
Layup Shot,Layup,471,20300064,34.0243,-10,20,-118.2798,2,4,0,2003-04,45,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,501,20300064,34.0213,-115,23,-118.3848,0,4,0,2003-04,23,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,526,20300064,33.8373,-176,207,-118.4458,3,5,0,2003-04,55,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/6/03,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,546,20300064,33.8893,-52,155,-118.3218,1,5,0,2003-04,40,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/6/03,LAL @ SAS,SAS
Fadeaway Jump Shot,Jump Shot,553,20300064,34.0473,-105,-3,-118.3748,1,5,0,2003-04,24,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,567,20300064,34.0373,-158,7,-118.4278,0,5,0,2003-04,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/6/03,LAL @ SAS,SAS
Layup Shot,Layup,584,20300064,34.0223,6,22,-118.2638,4,6,0,2003-04,38,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/6/03,LAL @ SAS,SAS
Turnaround Jump Shot,Jump Shot,632,20300064,33.9603,140,84,-118.1298,0,6,0,2003-04,38,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/6/03,LAL @ SAS,SAS
Driving Layup Shot,Layup,634,20300064,34.0143,29,30,-118.2408,0,6,0,2003-04,25,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/6/03,LAL @ SAS,SAS
Jump Shot,Jump Shot,639,20300064,33.9703,24,74,-118.2458,0,6,0,2003-04,18,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/6/03,LAL @ SAS,SAS
Reverse Layup Shot,Layup,10,20300070,34.0443,0,0,-118.2698,10,1,0,2003-04,42,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/7/03,LAL @ NOH,NOH
Layup Shot,Layup,63,20300070,34.0443,0,0,-118.2698,4,1,0,2003-04,57,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/7/03,LAL @ NOH,NOH
Dunk Shot,Dunk,66,20300070,34.0443,0,0,-118.2698,4,1,0,2003-04,33,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/7/03,LAL @ NOH,NOH
Jump Shot,Jump Shot,74,20300070,33.9993,-52,45,-118.3218,3,1,0,2003-04,27,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/7/03,LAL @ NOH,NOH
Jump Shot,Jump Shot,93,20300070,33.9673,153,77,-118.1168,1,1,0,2003-04,24,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/7/03,LAL @ NOH,NOH
Layup Shot,Layup,96,20300070,34.0443,0,0,-118.2698,1,1,0,2003-04,0,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/7/03,LAL @ NOH,NOH
Jump Shot,Jump Shot,271,20300070,34.0273,232,17,-118.0378,8,3,0,2003-04,8,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,11/7/03,LAL @ NOH,NOH
Jump Shot,Jump Shot,325,20300070,33.8633,174,181,-118.0958,2,3,0,2003-04,17,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/7/03,LAL @ NOH,NOH
Jump Shot,Jump Shot,328,20300070,34.0363,113,8,-118.1568,1,3,0,2003-04,42,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/7/03,LAL @ NOH,NOH
Jump Shot,Jump Shot,419,20300070,33.9033,-210,141,-118.4798,5,4,0,2003-04,27,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/7/03,LAL @ NOH,NOH
Jump Shot,Jump Shot,441,20300070,33.8343,135,210,-118.1348,3,4,0,2003-04,39,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/7/03,LAL @ NOH,NOH
Jump Shot,Jump Shot,8,20300091,33.9813,-25,63,-118.2948,11,1,0,2003-04,5,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/10/03,LAL @ MEM,MEM
Jump Shot,Jump Shot,17,20300091,33.8633,-21,181,-118.2908,9,1,0,2003-04,51,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/10/03,LAL @ MEM,MEM
Layup Shot,Layup,46,20300091,34.0443,0,0,-118.2698,5,1,0,2003-04,56,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/10/03,LAL @ MEM,MEM
Driving Dunk Shot,Dunk,160,20300091,34.0443,0,0,-118.2698,7,2,0,2003-04,8,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/10/03,LAL @ MEM,MEM
Jump Shot,Jump Shot,162,20300091,33.9443,177,100,-118.0928,6,2,0,2003-04,32,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/10/03,LAL @ MEM,MEM
Turnaround Jump Shot,Jump Shot,206,20300091,34.0553,169,-11,-118.1008,3,2,0,2003-04,3,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/10/03,LAL @ MEM,MEM
Driving Layup Shot,Layup,406,20300091,34.0443,0,0,-118.2698,8,4,0,2003-04,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/10/03,LAL @ MEM,MEM
Jump Shot,Jump Shot,410,20300091,33.9453,-200,99,-118.4698,8,4,0,2003-04,10,22,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/10/03,LAL @ MEM,MEM
Driving Layup Shot,Layup,426,20300091,34.0443,0,0,-118.2698,6,4,0,2003-04,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/10/03,LAL @ MEM,MEM
Layup Shot,Layup,440,20300091,34.0443,0,0,-118.2698,5,4,0,2003-04,6,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/10/03,LAL @ MEM,MEM
Fadeaway Jump Shot,Jump Shot,443,20300091,34.0323,-161,12,-118.4308,4,4,0,2003-04,59,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/10/03,LAL @ MEM,MEM
Turnaround Jump Shot,Jump Shot,459,20300091,34.0093,-18,35,-118.2878,3,4,0,2003-04,35,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/10/03,LAL @ MEM,MEM
Jump Shot,Jump Shot,461,20300091,33.9323,-232,112,-118.5018,3,4,0,2003-04,0,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/10/03,LAL @ MEM,MEM
Jump Shot,Jump Shot,479,20300091,33.8293,-145,215,-118.4148,1,4,0,2003-04,44,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/10/03,LAL @ MEM,MEM
Layup Shot,Layup,11,20300111,34.0443,0,0,-118.2698,10,1,0,2003-04,50,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/12/03,LAL vs. TOR,TOR
Turnaround Jump Shot,Jump Shot,62,20300111,33.9813,38,63,-118.2318,6,1,0,2003-04,3,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/12/03,LAL vs. TOR,TOR
Fadeaway Jump Shot,Jump Shot,209,20300111,33.9703,56,74,-118.2138,4,2,0,2003-04,56,9,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,11/12/03,LAL vs. TOR,TOR
Layup Shot,Layup,308,20300111,34.0443,0,0,-118.2698,6,3,0,2003-04,46,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/12/03,LAL vs. TOR,TOR
Jump Shot,Jump Shot,324,20300111,33.8023,-122,242,-118.3918,5,3,0,2003-04,6,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/12/03,LAL vs. TOR,TOR
Running Jump Shot,Jump Shot,334,20300111,33.9783,44,66,-118.2258,4,3,0,2003-04,31,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/12/03,LAL vs. TOR,TOR
Jump Shot,Jump Shot,397,20300111,33.9403,28,104,-118.2418,10,4,0,2003-04,51,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/12/03,LAL vs. TOR,TOR
Layup Shot,Layup,421,20300111,34.0443,0,0,-118.2698,8,4,0,2003-04,43,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/12/03,LAL vs. TOR,TOR
Dunk Shot,Dunk,2,20300124,34.0443,0,0,-118.2698,11,1,0,2003-04,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/14/03,LAL vs. DET,DET
Slam Dunk Shot,Dunk,16,20300124,34.0443,0,0,-118.2698,9,1,0,2003-04,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/14/03,LAL vs. DET,DET
Driving Layup Shot,Layup,43,20300124,34.0443,0,0,-118.2698,6,1,0,2003-04,2,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/14/03,LAL vs. DET,DET
Reverse Layup Shot,Layup,225,20300124,34.0443,0,0,-118.2698,0,2,0,2003-04,30,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/14/03,LAL vs. DET,DET
Jump Shot,Jump Shot,249,20300124,33.8883,21,156,-118.2488,10,3,0,2003-04,45,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,11/14/03,LAL vs. DET,DET
Jump Shot,Jump Shot,265,20300124,33.8913,94,153,-118.1758,8,3,0,2003-04,5,17,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/14/03,LAL vs. DET,DET
Running Jump Shot,Jump Shot,396,20300124,33.9043,95,140,-118.1748,8,4,0,2003-04,39,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/14/03,LAL vs. DET,DET
Fadeaway Jump Shot,Jump Shot,426,20300124,33.9263,44,118,-118.2258,5,4,0,2003-04,29,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/14/03,LAL vs. DET,DET
Jump Shot,Jump Shot,428,20300124,33.8763,-62,168,-118.3318,4,4,0,2003-04,49,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/14/03,LAL vs. DET,DET
Jump Shot,Jump Shot,9,20300138,33.8583,-103,186,-118.3728,11,1,0,2003-04,11,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/16/03,LAL vs. MIA,MIA
Jump Shot,Jump Shot,129,20300138,33.8833,-125,161,-118.3948,11,2,0,2003-04,24,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/16/03,LAL vs. MIA,MIA
Jump Shot,Jump Shot,149,20300138,33.9953,8,49,-118.2618,9,2,0,2003-04,22,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/16/03,LAL vs. MIA,MIA
Jump Shot,Jump Shot,330,20300138,33.8113,143,233,-118.1268,9,3,0,2003-04,0,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/16/03,LAL vs. MIA,MIA
Jump Shot,Jump Shot,379,20300138,33.9013,-128,143,-118.3978,4,3,0,2003-04,5,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/16/03,LAL vs. MIA,MIA
Turnaround Jump Shot,Jump Shot,451,20300138,33.9573,-85,87,-118.3548,11,4,0,2003-04,15,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/16/03,LAL vs. MIA,MIA
Fadeaway Jump Shot,Jump Shot,468,20300138,33.9213,89,123,-118.1808,9,4,0,2003-04,12,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/16/03,LAL vs. MIA,MIA
Jump Shot,Jump Shot,506,20300138,33.9223,115,122,-118.1548,4,4,0,2003-04,55,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/16/03,LAL vs. MIA,MIA
Jump Shot,Jump Shot,518,20300138,34.0583,192,-14,-118.0778,3,4,0,2003-04,14,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/16/03,LAL vs. MIA,MIA
Layup Shot,Layup,51,20300146,34.0443,0,0,-118.2698,5,1,0,2003-04,37,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/18/03,LAL @ DET,DET
Jump Shot,Jump Shot,72,20300146,33.9293,148,115,-118.1218,3,1,0,2003-04,34,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/18/03,LAL @ DET,DET
Turnaround Jump Shot,Jump Shot,83,20300146,33.9443,146,100,-118.1238,2,1,0,2003-04,24,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/18/03,LAL @ DET,DET
Jump Shot,Jump Shot,142,20300146,33.9633,172,81,-118.0978,7,2,0,2003-04,49,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/18/03,LAL @ DET,DET
Jump Shot,Jump Shot,187,20300146,33.9783,-140,66,-118.4098,3,2,0,2003-04,12,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/18/03,LAL @ DET,DET
Jump Shot,Jump Shot,207,20300146,33.8553,-166,189,-118.4358,0,2,0,2003-04,47,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/18/03,LAL @ DET,DET
Layup Shot,Layup,226,20300146,34.0443,0,0,-118.2698,11,3,0,2003-04,38,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/18/03,LAL @ DET,DET
